domain_label,team_id_norm,expected_dimensions_count,present_dimensions_count,missing_dimensions,extra_dimensions,coverage_complete
logistics,team_304,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_317,8,8,,,True
logistics,team_325,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_360,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_203,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_115,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_207,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_240,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_290,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_399,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_429,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_482,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_485,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_519,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_537,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_554,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_597,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_011,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_036,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_058,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_070,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_076,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_091,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_092,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_131,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_188,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_214,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_236,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_305,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_321,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_151,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_027,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_389,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_411,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_439,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_487,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_490,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_524,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_531,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_553,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_599,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_635,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_075,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_127,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_241,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_244,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_306,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_508,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_160,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_386,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_539,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_010,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_122,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_182,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_378,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_276,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_169,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_333,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_020,4,8,,domain_depth;problem_specificity;solution_problem_fit;technical_clarity,True
logistics,team_446,4,8,,domain_depth;problem_specificity;solution_problem_fit;technical_clarity,True
logistics,team_450,4,8,,domain_depth;problem_specificity;solution_problem_fit;technical_clarity,True
logistics,team_438,0,0,,,True
