source_file,domain_label,team_name,team_number,team_id,ppt_total_num,github_submitted_bin,project_title_norm,ghost_reasons
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Gravity Falls,394,team_394,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Infinite Loopers,460,team_460,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Magnum Opus,491,team_491,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,404 No Limits,522,team_522,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,OptiMind,591,team_591,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,BrainBits,604,team_604,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,ZYNXO,31,team_031,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Neural Nexus,39,team_039,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,StrawHat Crew,45,team_045,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Nanoforce,99,team_099,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Team Nodium,112,team_112,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Tifosi,134,team_134,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,CodeCatalysts,156,team_156,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,LoadX Innovators,166,team_166,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,ShadowStrikers,187,team_187,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,NodeInfinite,196,team_196,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,NAAGA 3 PEERU,280,team_280,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,code’n_slavery,304,team_304,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,ZEN,325,team_325,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Digi-dock,360,team_360,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Fantastic Four,203,team_203,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Code Titans,115,team_115,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,H I V E,207,team_207,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,code warriors,240,team_240,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,COGNITIVE CREW,290,team_290,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,EchoMinds,399,team_399,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Incertainty,429,team_429,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Winnovators,482,team_482,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,SmartLogix,485,team_485,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Tech Stack,519,team_519,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Innovate X,537,team_537,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,NullPointers,554,team_554,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Pixel Pirates,597,team_597,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
