,SNO,team_id,team_number,team_name,project_title,domain,problem_specificity,solution_problem_fit,technical_clarity,domain_depth,ppt_total,implementation_authenticity,stack_alignment,core_feature_presence,code_intentionality,github_total,overall_total,github_submitted,reconciliation_flagged,domain_rank,cohort_pct_ppt,cohort_pct_github,cohort_pct_overall,Video + Prototype (5),selected,relative_overall,relative_rank
,227,team_356,356,S Spark Hub,,healthcare,4,5,4,4,17,,,,,,17,False,False,,15.6,,10.1,,,,
,228,team_375,375,4 CODE,,healthcare,4,5,4,4,17,,,,,,17,False,False,,15.6,,10.1,,,,
,229,team_507,507,CODE FORGE,,healthcare,4,5,4,4,17,,,,,,17,False,False,,15.6,,10.1,,,,
,230,team_576,576,Nexus,,healthcare,4,5,4,4,17,,,,,,17,False,False,,15.6,,10.1,,,,
,231,team_634,634,Hackzyphers,,healthcare,5,5,2,5,17,,,,,,17,False,False,,15.6,,10.1,,,,
,232,team_641,641,HACKHIVE SQUAD,,healthcare,5,5,2,5,17,0,0,0,0,0,17,True,False,,15.6,0,10.1,,,,
,233,team_340,340,TEAM TECHNO,,healthcare,4,4,4,4,16,,,,,,16,False,False,,8.6,,5.4,,,,
,234,team_374,374,Techcoders,,healthcare,4,4,3,5,16,,,,,,16,False,False,,8.6,,5.4,,,,
,235,team_006,6,Lifeline Squad,,healthcare,4,4,4,4,16,,,,,,16,False,False,,8.6,,5.4,,,,
,236,team_342,342,Team Triage,,healthcare,4,4,4,4,16,0,0,0,0,0,16,True,False,,8.6,0,5.4,,,,
,237,team_412,412,Dev Kings,,healthcare,4,4,4,4,16,,,,,,16,False,False,,8.6,,5.4,,,,
,238,team_453,453,Squad Hackers,,healthcare,4,4,4,4,16,,,,,,16,False,False,,8.6,,5.4,,,,
,239,team_455,455,AyurVerse,,healthcare,3,4,4,5,16,,,,,,16,False,False,,8.6,,5.4,,,,
,240,team_474,474,AyurVerse,,healthcare,3,4,4,4,15,0,0,0,1,1,16,True,False,,4.3,16.3,5.4,,,,
,241,team_486,486,Tech Gladiators,,healthcare,4,4,4,4,16,0,0,0,0,0,16,True,False,,8.6,0,5.4,,,,
,242,team_520,520,Team Blue,,healthcare,4,4,4,4,16,,,,,,16,False,False,,8.6,,5.4,,,,
,243,team_558,558,Alpha coders,,healthcare,4,4,4,4,16,,,,,,16,False,False,,8.6,,5.4,,,,
,244,team_572,572,ThinkTank,,healthcare,4,4,4,4,16,,,,,,16,False,False,,8.6,,5.4,,,,
,245,team_324,324,TraceDynamics,,healthcare,4,3,4,4,15,,,,,,15,False,False,,4.3,,3.1,,,,
,246,team_362,362,MAVERICKS,,healthcare,4,4,3,4,15,,,,,,15,False,False,,4.3,,3.1,,,,
,247,team_470,470,PEANUT BUTTER,,healthcare,4,4,3,4,15,,,,,,15,False,False,,4.3,,3.1,,,,
,248,team_499,499,HERCRACK,,healthcare,4,4,3,4,15,,,,,,15,False,False,,4.3,,3.1,,,,
,249,team_534,534,Hackers Nexus,,healthcare,4,4,3,4,15,,,,,,15,False,False,,4.3,,3.1,,,,
,250,team_567,567,Thug Techies,,healthcare,4,4,3,4,15,,,,,,15,False,False,,4.3,,3.1,,,,
,251,team_361,361,Tech Pact,,healthcare,4,4,4,2,14,0,0,0,0,0,14,True,False,81,1.2,0,0.8,,,,
,252,team_135,135,TraceX,,healthcare,4,4,4,2,14,,,,,,14,False,False,,1.2,,0.8,,,,
,253,team_435,435,Hack-Health,,healthcare,5,5,0,4,14,,,,,,14,False,False,,1.2,,0.8,,,,
,254,team_492,492,HumanOps,,healthcare,4,4,4,2,14,,,,,,14,False,False,,1.2,,0.8,,,,
,255,team_541,541,NeuroCare Innovators,,healthcare,2,4,4,4,14,,,,,,14,False,False,,1.2,,0.8,,,,
,256,team_602,602,BRIDGE POINT,,healthcare,5,5,4,0,14,,,,,,14,False,False,,1.2,,0.8,,,,
,257,team_018,18,Team 018,,healthcare,5,5,2,0,12,,,,,,12,False,False,,0,,0,,,,
,258,team_449,449,Tech Elites,,healthcare,4,4,4,0,12,,,,,,12,False,False,,0,,0,,,,
,259,team_181,181,BRIDGE POINT,,healthcare,5,5,4,,,,,,,,,False,False,,,,,,,,
,260,team_496,496,Phoenix force (evaluation failed),,healthcare,,,,,,,,,,,,False,False,,,,,,,,
